,0,
986,0.19213793,0
987,0.211615,0
988,0.26005858,0
989,0.29984242,0
990,0.28160435,0
991,0.45285887,0
992,0.41494048,0
993,0.30711547,0
994,0.24076256,0
995,0.38123903,0
996,0.35274786,0
997,0.36938643,0
998,0.4224059,0
999,0.06954822,0
1000,0.082493514,0
1001,0.13491103,0
1002,0.17097029,0
1003,0.21783584,0
1004,0.371279,0
1005,0.4067483,0
1006,0.45044145,0
1007,0.5338877,1
1008,0.48452413,0
1009,0.4986045,0
1010,0.2615733,0
1011,0.22382191,0
1012,0.26399335,0
1013,0.2578957,0
1014,0.29445466,0
1015,0.27004632,0
1016,0.21668464,0
1017,0.2678433,0
1018,0.5789084,1
1019,0.5169687,1
1020,0.3257963,0
1021,0.606956,1
1022,0.37419176,0
1023,0.5117794,1
1024,0.6017025,1
1025,0.5659149,1
1026,0.49303132,0
1027,0.53399915,1
1028,0.6282324,1
1029,0.48530534,0
1030,0.5600718,1
1031,0.5113118,1
1032,0.44668153,0
1033,0.47712982,0
1034,0.4012509,0
1035,0.4428267,0
1036,0.22740737,0
1037,0.26352978,0
1038,0.23401275,0
1039,0.44444612,0
1040,0.20375946,0
1041,0.20397905,0
1042,0.4746485,0
1043,0.5005459,1
1044,0.65236604,1
1045,0.48189005,0
1046,0.6295696,1
1047,0.663982,1
1048,0.6322743,1
1049,0.39853367,0
1050,0.38480538,0
1051,0.097711116,0
1052,0.42029542,0
1053,0.6075264,1
1054,0.6584973,1
1055,0.6809237,1
1056,0.711285,1
1057,0.7232992,1
1058,0.6690424,1
1059,0.67802656,1
1060,0.6560559,1
1061,0.6546386,1
1062,0.33024257,0
1063,0.07356119,0
1064,0.2922746,0
1065,0.44004947,0
1066,0.48275375,0
1067,0.43442702,0
1068,0.43819374,0
1069,0.36858064,0
1070,0.44224876,0
1071,0.44510573,0
1072,0.39887828,0
1073,0.30568957,0
1074,0.4472937,0
1075,0.4642328,0
1076,0.50404614,1
1077,0.5152168,1
1078,0.2882708,0
1079,0.28918844,0
1080,0.19482139,0
1081,0.059446156,0
1082,0.16421118,0
1083,0.075776964,0
1084,0.19514394,0
1085,0.061800033,0
1086,0.019997716,0
1087,0.07401174,0
1088,0.106241316,0
1089,0.09758639,0
1090,0.40706852,0
1091,0.28196833,0
1092,0.3560946,0
1093,0.05299309,0
1094,0.05586031,0
1095,0.05633259,0
1096,0.08825475,0
1097,0.18039659,0
1098,0.22386819,0
1099,0.4304139,0
1100,0.5038165,1
1101,0.4037522,0
1102,0.42989495,0
1103,0.37343726,0
1104,0.41611004,0
1105,0.36373377,0
1106,0.4102253,0
1107,0.4002443,0
1108,0.41864547,0
1109,0.48881587,0
1110,0.090990126,0
1111,0.15099487,0
1112,0.41735658,0
1113,0.35124227,0
1114,0.41735658,0
1115,0.6807611,1
1116,0.67558444,1
1117,0.6807611,1
1118,0.30061164,0
1119,0.4322947,0
1120,0.3006115,0
1121,0.15129533,0
1122,0.27666926,0
1123,0.15129533,0
1124,0.18072617,0
1125,0.26668364,0
1126,0.23711312,0
1127,0.26668364,0
1128,0.39072835,0
1129,0.41697925,0
1130,0.39072835,0
1131,0.4285815,0
1132,0.4618116,0
1133,0.4285815,0
1134,0.37377152,0
1135,0.48069304,0
1136,0.37377152,0
1137,0.53642344,1
1138,0.48852038,0
1139,0.53642344,1
1140,0.47921062,0
1141,0.48304382,0
1142,0.47921062,0
1143,0.46671936,0
1144,0.4914519,0
1145,0.46671936,0
1146,0.2443513,0
1147,0.4472093,0
1148,0.2443513,0
1149,0.42389664,0
1150,0.27690494,0
1151,0.23674473,0
1152,0.27690494,0
1153,0.49647534,0
1154,0.4303677,0
1155,0.49647534,0
1156,0.6683135,1
1157,0.4693485,0
1158,0.6683135,1
1159,0.50270265,1
1160,0.57080376,1
1161,0.50270265,1
1162,0.63307625,1
1163,0.25280553,0
1164,0.63307625,1
1165,0.6896345,1
1166,0.66858685,1
1167,0.6896345,1
1168,0.65349907,1
1169,0.62906355,1
1170,0.65349907,1
1171,0.65401006,1
1172,0.5014431,1
1173,0.65401006,1
1174,0.3716988,0
1175,0.488327,0
1176,0.31653786,0
1177,0.488327,0
1178,0.46937907,0
1179,0.51119244,1
1180,0.46937907,0
1181,0.41719806,0
1182,0.5271151,1
1183,0.41719797,0
1184,0.4414515,0
1185,0.4657178,0
1186,0.4414515,0
1187,0.5414676,1
1188,0.5384565,1
1189,0.5414676,1
1190,0.06352186,0
1191,0.17237058,0
1192,0.06352186,0
1193,0.2510054,0
1194,0.23014674,0
1195,0.2510054,0
1196,0.10128996,0
1197,0.14904648,0
1198,0.10128996,0
1199,0.40587458,0
1200,0.052033484,0
1201,0.08780047,0
1202,0.052033484,0
1203,0.088679194,0
1204,0.05438751,0
1205,0.088679194,0
1206,0.11539978,0
1207,0.09861696,0
1208,0.11539978,0
1209,0.23495936,0
1210,0.1752941,0
1211,0.23495936,0
1212,0.38089272,0
1213,0.43278798,0
1214,0.38089266,0
1215,0.40275434,0
1216,0.37854478,0
1217,0.40275425,0
1218,0.2886936,0
1219,0.2867102,0
1220,0.2886936,0
1221,0.15099487,0
1222,0.090990126,0
1223,0.35124227,0
1224,0.41735658,0
1225,0.73160183,1
1226,0.67558444,1
1227,0.6807611,1
1228,0.52019984,1
1229,0.43229464,0
1230,0.3006115,0
1231,0.2555503,0
1232,0.27666926,0
1233,0.15129533,0
1234,0.18072617,0
1235,0.18703574,0
1236,0.23711312,0
1237,0.26668364,0
1238,0.5133522,1
1239,0.41697925,0
1240,0.39072835,0
1241,0.35333776,0
1242,0.4618116,0
1243,0.4285815,0
1244,0.42479405,0
1245,0.48069304,0
1246,0.3737716,0
1247,0.39796424,0
1248,0.48852038,0
1249,0.53642344,1
1250,0.46532774,0
1251,0.48304382,0
1252,0.47921062,0
1253,0.62963223,1
1254,0.4914519,0
1255,0.46671936,0
1256,0.46885952,0
1257,0.4472093,0
1258,0.2443513,0
1259,0.42389664,0
1260,0.4179203,0
1261,0.23674473,0
1262,0.27690494,0
1263,0.09845579,0
1264,0.4303677,0
1265,0.49647534,0
1266,0.5710111,1
1267,0.4693485,0
1268,0.6683135,1
1269,0.67637306,1
1270,0.57080376,1
1271,0.50270265,1
1272,0.4840705,0
1273,0.25280553,0
1274,0.63307625,1
1275,0.55729604,1
1276,0.66858685,1
1277,0.6896345,1
1278,0.64989626,1
1279,0.62906355,1
1280,0.65349907,1
1281,0.66329217,1
1282,0.5014431,1
1283,0.65401006,1
1284,0.3716988,0
1285,0.13485584,0
1286,0.31653786,0
1287,0.488327,0
1288,0.593283,1
1289,0.51119244,1
1290,0.46937907,0
1291,0.4954707,0
1292,0.52711535,1
1293,0.41719806,0
1294,0.398453,0
1295,0.4657178,0
1296,0.4414515,0
1297,0.26442766,0
1298,0.5384565,1
1299,0.5414676,1
1300,0.4814818,0
1301,0.17237058,0
1302,0.06352186,0
1303,0.09456545,0
1304,0.23014674,0
1305,0.2510054,0
1306,0.22229454,0
1307,0.14904648,0
1308,0.10128996,0
1309,0.40587458,0
1310,0.18383807,0
1311,0.08780047,0
1312,0.052033484,0
1313,0.051640034,0
1314,0.05438751,0
1315,0.088679194,0
1316,0.08766076,0
1317,0.09861696,0
1318,0.11539978,0
1319,0.42756504,0
1320,0.1752941,0
1321,0.23495936,0
1322,0.4503549,0
1323,0.43278798,0
1324,0.38089272,0
1325,0.29866117,0
1326,0.37854478,0
1327,0.40275425,0
1328,0.4456483,0
1329,0.2867102,0
1330,0.2886936,0
1331,0.36874866,0
1332,0.3317463,0
1333,0.26878065,0
1334,0.245489,0
1335,0.24677837,0
1336,0.364575,0
1337,0.40338558,0
1338,0.45896706,0
1339,0.46726847,0
1340,0.27500802,0
1341,0.22523236,0
1342,0.26276875,0
1343,0.4353403,0
1344,0.19396615,0
1345,0.19491413,0
1346,0.20851278,0
1347,0.21229526,0
1348,0.3041658,0
1349,0.4430464,0
1350,0.3305249,0
1351,0.25974628,0
1352,0.2325258,0
1353,0.3253607,0
1354,0.45652863,0
1355,0.3775214,0
1356,0.28686327,0
1357,0.38235,0
1358,0.29403836,0
1359,0.42606437,0
1360,0.3921183,0
1361,0.6300058,1
1362,0.5070323,1
1363,0.6978168,1
1364,0.4890553,0
1365,0.4582092,0
